# g,r,e,s,t,l,o
-9.508311366756613259e-01,-1.545563904831473712e-01,-7.014244897463101092e-01,1.866749055589501660e-01,-4.305326723865489646e-01,4.764507027650444204e-01,2.018208144038280416e-01
7.121051729591350021e-01,5.252360911574782687e-01,6.345692503823185948e-01,-3.190094190040148714e+00,-1.369248264434765661e+00,8.616302944621312410e-01,-1.370312561250025096e+00
2.908774421109954766e-01,-7.700594113360433868e-01,-3.694098493917221671e-01,-4.486487077592175576e-01,-2.851824617628783143e-01,7.575259456743878017e-01,8.042291395512629615e-03
1.134895131637970955e+00,-8.809603137268819939e-01,1.266551971596791004e-01,-1.931344261373783677e+00,-9.661016504266313198e-01,2.117560492777569858e-01,-1.086554050494286550e+00
5.548378956659923977e-01,7.240256366912233288e-01,6.773689001148461841e-01,-1.830309822239529344e-02,2.546226561337008309e-01,2.189332382322427273e-01,1.916701482449171823e-01
-1.904665707802747354e-01,1.657211721364249213e+00,7.085893245186035694e-01,-2.871677912345134698e-01,1.830245339789228487e-01,-1.937399826567406114e-01,-2.171712870665883921e-01
-1.190176067538899041e+00,-1.080248499871719892e+00,-1.040014125564843628e+00,-1.775866642256595629e+00,-1.267567633773099889e+00,-8.340180786701797966e-02,-8.404279325264675249e-01
1.015891513530204904e+00,1.432043835950161048e+00,1.194546229877729848e+00,1.899876038451127347e-01,5.212325554201456823e-01,-1.255796808863013370e+00,-3.262105508807346954e-01
-7.477881484964516989e-01,2.710600713268247475e-01,-2.982687710921897439e-01,-2.482770924863253459e-01,-3.223146157730738537e-01,2.382453941835991629e-01,-1.237949073746569262e-01
-8.136333249648375343e-01,-5.627098551935882931e-01,-5.672039185170736353e-01,4.091924979510767613e-01,-2.145654323660966395e-02,-4.285858432652226990e-01,-4.547492965597831061e-02
1.246372159319052708e-01,9.890353676143623929e-01,6.754263356395285856e-01,9.254216596205661061e-01,9.136668118908269909e-01,-1.423243658655185095e+00,-8.505628010254651095e-02
-1.426100406106622087e-01,6.233996959417075212e-01,1.247476269898726425e-01,-1.024742683676050481e+00,-3.306137700576728400e-01,-2.102198879383031738e+00,-9.648705971407931514e-01
-4.597953762498838692e-01,-5.206612592782121629e-01,-4.094301158607654978e-01,5.730544749689339135e-01,1.324152342053026843e-01,1.244471855013162598e+00,5.624643553596627710e-01
1.518636897428151000e+00,8.383819708668672765e-01,1.041760397208764566e+00,-2.658339365000449983e-01,5.043637064134366410e-01,-1.273515417709656372e+00,-4.099749064136123389e-01
2.678748760520733296e-01,6.356626067235582322e-01,4.038224866662750712e-01,-1.172177784398141576e+00,-2.164456645708491833e-01,-9.307275885051660147e-01,-7.625058982114308881e-01
-7.067373212349999934e-01,9.131759526513663072e-01,1.717449182821168263e-01,-2.962355817584317319e-01,-2.502750013305197196e-01,1.824593658865534263e+00,2.579997324898435362e-01
4.975869510110503824e-01,-3.766367022946578991e-01,1.553404305664424223e-02,-8.291157681282692593e-01,-4.043943165427857367e-01,2.883164912611258401e+00,2.397737468840359654e-01
-8.298936361655367966e-02,-2.120109553205085096e+00,-1.028764037155403210e+00,7.753880684618235097e-01,-1.732707796788877375e-01,-1.056578210941458984e+00,1.455929130054360032e-01
2.448654907739907127e+00,1.828003149989724241e-01,1.201864296827360290e+00,4.152111171479076490e-01,8.849508769704588218e-01,-1.654256683365597780e-01,1.901911124791054730e-01
9.861978354750415843e-01,-5.054122064412592819e-01,1.702940435306822820e-01,-1.321647535085849756e-01,8.033199246864172749e-02,1.135882991324324437e-01,8.176425666145480109e-02
5.466064863074944213e-01,-1.852838960914108934e+00,-6.200494504450269062e-01,-3.098329297098399993e-01,-4.320870428598676538e-01,-1.675409789913621106e+00,-4.469746433977902500e-01
-6.602234363909932346e-01,-1.564122536941761343e-01,-3.722994035984054650e-01,2.171516640773043072e+00,8.525632210250989607e-01,-2.088619083321186509e-01,9.434331186610067643e-01
1.100599307928153081e+00,2.445609144225672771e-01,5.940189363870811423e-01,1.007312332802771104e-01,3.281884668003853256e-01,-1.367492391668430507e+00,-2.247074269643723476e-01
-3.460142265520761706e-02,-4.929528704388065341e-01,-1.255320572265219703e-01,-6.294100880956915445e-01,-4.732027812423901247e-01,1.462861154309362144e+00,-3.187408956680981564e-02
-6.840233052196452723e-01,-1.250969690999562900e+00,-1.118192911586568972e+00,2.516428610564836466e-01,-3.763145736262066277e-01,-1.762412239253411173e+00,-3.341016629619276146e-01
-2.657703943768916499e+00,2.149992032136593956e-01,-1.227280489812699660e+00,-7.666133208675074417e-01,-9.793185522781755470e-01,3.747081386072356191e-01,-1.145292385834476290e-01
1.002097029361388669e+00,-1.171632482421205712e-01,5.338076131066654684e-01,1.060203579976752852e+00,7.774059757645405133e-01,-1.326808739861488950e+00,1.912288539206629945e-01
-7.948905339543579363e-01,6.204756660167999316e-01,-1.204756521292686955e-01,-7.528680653274217871e-01,-3.699964022386654783e-01,-4.427483789337562370e-01,-4.456374354550556305e-01
-9.169406258121706177e-01,3.938328268787483211e-01,-1.131515416215366776e-01,4.432205291896683663e-01,2.145443065638828750e-01,1.700827160528672444e+00,5.980479740513996445e-01
-2.506180992479489431e-02,-1.122483645379537709e+00,-4.987612543162104894e-01,-2.416928390852909891e-01,-4.586280456974466402e-01,8.120742247453575924e-02,-1.871968560483049382e-01
-1.443795487247924614e+00,-2.252907211778118146e+00,-1.684117586265050814e+00,-1.457445168346650943e+00,-1.798568107353994527e+00,-9.537848124155650087e-01,-8.840973073040149233e-01
-5.251472857044320319e-01,-8.266025678397661558e-01,-8.557042964876007130e-01,-1.395395832381316037e+00,-1.162639136239223436e+00,1.342967356342532170e+00,-3.868282963688415843e-01
1.908475386383575723e+00,-6.143574307892998299e-01,6.756236934817795303e-01,-4.692406604173997992e-02,3.785937353455531285e-01,9.352641373688754811e-01,9.088256434534998374e-02
1.410541400825948699e+00,5.468470156182020370e-01,1.031865684699958319e+00,1.745939866668742235e+00,1.179527466461507412e+00,-1.365346479268905400e+00,7.747401341386670470e-01
2.797099486334684859e-01,1.103424635690110955e+00,7.171900570911649009e-01,-1.194429399654320267e+00,-3.455129499940348681e-01,1.718977627591901314e+00,-3.688404429829738596e-01
5.606682131054608886e-01,8.381323365738939657e-01,7.369757691654748033e-01,2.889180131580209032e-01,4.864779774973324034e-01,-2.310500635439125539e+00,-6.197482712677594430e-01
-1.109420644578461117e-02,-5.861042262864257779e-01,-2.235876888007486407e-01,-7.713091510825529351e-01,-6.042263259281051013e-01,1.235571791519487261e+00,-1.721136519371906926e-01
8.663833378951565356e-01,-1.345299111612661969e-01,3.885799435792782752e-01,6.048178986309498129e-01,2.894238921186191860e-01,5.828224072541718925e-01,5.738571376726291362e-01
5.490477028429607831e-01,-9.364704589170398386e-01,-7.972937793247278360e-02,-1.064683642320205653e-01,3.065233145049320318e-02,-3.961760738512926094e-02,-1.567862422081292562e-02
-8.823559348633107646e-01,-7.071475997544152126e-01,-8.306816992321038873e-01,-2.398384236617736587e-01,-6.592497041498750487e-01,9.658373524657652975e-01,6.378968886545177686e-02
2.526317460784022195e+00,-1.459644240053489472e+00,5.763313321383854992e-01,1.208220054753500916e+00,7.763994159804880058e-01,-4.391679638121337992e-01,5.993726606174543114e-01
-1.096285778813478329e+00,1.010877773866499796e+00,1.589400650414193872e-02,-8.999034341600756770e-01,-5.291906401590695808e-01,-6.397767244862935243e-01,-8.103415383454072307e-01
8.863334777167333201e-01,-1.573449687314506740e+00,-2.595662327293019045e-01,-1.629818716450474492e+00,-9.642150821731689803e-01,-4.262311083109233123e-01,-9.595589181511096077e-01
2.579076540048355071e-01,-1.018283524756692815e+00,-4.772907079227527438e-01,-1.088573083614957984e-02,-2.814097239290294095e-01,1.302695893073707589e+00,2.037224969016473430e-01
9.691572569235853418e-01,1.490351641956852990e+00,1.077378377674511611e+00,-1.210702775934211939e+00,-1.066132512352043066e-01,-5.973080230904757038e-01,-8.851961902163527629e-01
1.690761397659247711e+00,4.373943119977289351e-01,1.223575898489750013e+00,8.451939505299629340e-01,9.189203877785281360e-01,-8.473269711849844565e-01,9.957789200844036070e-02
-1.922480868045208346e+00,1.135707721657774005e+00,-5.630037586774170322e-01,3.741866180868216873e-01,-5.700194918224454899e-02,-6.466867546977578263e-01,-4.054494326749538691e-02
-2.005968358327528733e+00,6.094224234251952727e-02,-9.520980246534758162e-01,-2.189322681050602792e+00,-1.568015691770842102e+00,-3.120566113765977923e-01,-1.071731305087986197e+00
-3.478108436822746063e-01,1.429631393629219760e+00,8.477514870616117415e-01,-1.833412599245945795e+00,-5.408698350848900605e-01,-9.418223070244510220e-01,-1.194359082809623773e+00
-5.535724967136275154e-01,2.305782199990848713e-01,5.807070407961564817e-02,-1.275805977839988836e-01,-1.310561789485530648e-01,1.732239534890736232e+00,3.554663200428833658e-01
-8.223563534695358390e-01,-3.874424712287414252e-01,-7.639810038697446570e-01,2.509165971728413602e+00,7.947856061026234986e-01,3.088796588486154016e-01,1.185654694732944492e+00
5.762128396646079009e-01,1.730372135313806625e+00,1.175807280272177291e+00,-8.195916139785788257e-01,2.304347327375060872e-01,-7.042966987421723779e-01,-5.147681090214197841e-01
-6.311950546793103634e-01,-1.391706829510707344e+00,-1.086795138584856435e+00,-8.954132155104023161e-01,-9.797416330434394194e-01,-5.392355291232465292e-02,-4.530929045145639100e-01
-7.272746083016604079e-02,1.084725099719526353e+00,6.514774906554907652e-01,2.063087046263163415e-01,5.431490307581491317e-01,5.333171528432927716e-02,6.568136108971837916e-02
-1.387183725851168781e+00,3.895167330222190638e-01,-6.675852805939805901e-01,-2.240320321808678461e+00,-1.385443659369960168e+00,-9.433595139032852073e-02,-1.233495296206675640e+00
-3.359061126076712256e-02,1.237310183202506852e+00,4.674820776804265998e-01,-9.010001097470045350e-02,1.988677359002581913e-01,2.546576450184895979e+00,6.017043446071091983e-01
8.357230606953289231e-02,-4.350926729729645559e-01,-1.017414558815940978e-01,-2.583444464363414905e+00,-1.180494216653261930e+00,-1.252711318296092058e+00,-1.638826311292420179e+00
-1.155153760796652662e+00,-4.260611569447069619e-02,-6.702851212680598358e-01,1.505060931416039027e-01,-5.411169279268246424e-02,5.189773565533299937e-01,2.332394560086533952e-01
-5.605229440601321167e-02,-7.838974317158210470e-01,-2.229769689099161678e-01,-6.652713101286733544e-01,-4.622417194109934013e-01,-1.660245723014023289e+00,-7.157205829641622996e-01
1.637612640493746552e+00,1.528955219495219398e+00,1.509748463198086865e+00,1.947830061174494531e+00,1.588028562662039844e+00,-3.441695534629227726e-01,9.629028143838608278e-01
-2.608026536955312391e-01,3.747227488119035388e-01,2.561559682093759172e-01,1.543890628458299386e+00,1.126211197545516907e+00,-2.830905651885658458e-01,7.363611748181929650e-01
1.550590285621821662e+00,-4.807125033877712728e-01,4.767476555861178689e-01,9.662526864754808487e-02,2.642660549382661594e-01,-1.615508193574802576e+00,-3.844784056930222738e-01
9.997379026036641581e-02,3.161407143489211258e+00,1.771451976253640925e+00,4.758683145074875664e-01,9.740782816675850331e-01,-8.700933011959671726e-01,8.633623145581861835e-02
3.335600113659409338e-01,-4.140538971952356651e-01,-2.672289197343223899e-01,-3.191222363311414512e+00,-1.735615197399096088e+00,-1.289478139660914069e+00,-1.828999300576908293e+00
-1.057555766737082958e+00,9.613481765180481586e-03,-5.444668720800114325e-01,1.002419483821358481e+00,2.583476271997970364e-01,-1.319532153074674197e+00,7.874532406631133685e-02
9.001702009208647492e-01,-6.879078566984330179e-01,2.956391200090173477e-02,9.235767119486854027e-01,4.767956863237333143e-01,-6.095636808883188040e-01,2.968079130516013131e-01
-1.074661087340236687e+00,8.258083290056371650e-01,-1.700043574521735434e-02,8.077515540693175344e-01,3.474795976623547555e-01,-6.542202445353244578e-01,1.603401732696074222e-01
-2.594594846261195631e-01,1.169066051818693275e+00,4.362013826476628942e-01,2.767114919087815261e-01,3.679346349621704926e-01,4.581626634465443826e-01,2.307113124133490512e-01
6.865498981522294430e-01,-7.868736351214329627e-02,3.536247449136035170e-01,6.133199495590428707e-02,3.407661557362704485e-01,1.527299901109081537e+00,4.922875531220790579e-01
-3.255098831976240281e-01,-9.721533219105129575e-01,-5.690533230180530033e-01,-3.789099804915977976e-01,-5.979111812642129431e-01,9.211218523134669933e-01,1.322570484871103125e-01
-6.550908650540402389e-01,3.599252241212733128e-01,-7.408801541546876368e-02,6.551292418067958256e-02,4.950121654207698119e-02,-2.304036710155595635e+00,-5.172028326990512070e-01
-1.222165616897175289e+00,4.369378372190151905e-01,-4.738991312972195558e-01,-7.960633619628527946e-02,-1.258821682972025569e-01,1.853338009443517009e-01,1.773068743936001279e-01
-4.352563650459561062e-01,-1.102963851084203917e+00,-8.315219480844524558e-01,-1.543653198466418686e-01,-5.419811104646754529e-01,8.472051195716873151e-01,-6.603552268725276786e-03
1.119105514451946171e+00,-2.525535851875508886e+00,-7.268550090965015809e-01,1.740678392000534869e+00,4.761118790386740796e-01,-6.619594442090364073e-01,8.357975038225977649e-01
-1.729790575718875845e+00,2.251191850177219234e+00,2.673743552867689499e-01,-1.445348318736197735e+00,-6.566199626045693405e-01,-7.853983222341502923e-01,-1.032343481798016827e+00
-2.279482586405178868e+00,-9.727137339534622784e-01,-1.557739129811861467e+00,-1.021686464357492330e+00,-1.268968815799869976e+00,2.530984545039207667e-01,-4.908226677290420947e-01
-5.129459574244895625e-01,-2.060604963796397460e+00,-1.402999292356654992e+00,3.893746731545434381e-01,-5.248986959633835658e-01,1.959074585794166046e+00,7.152623333365101255e-01
5.604083068503439291e-01,-1.476184912281658157e+00,-6.063862809521025632e-01,1.471714628261642455e+00,4.660292298636686814e-01,-1.028911079982062660e+00,5.408457139492585108e-01
-9.204380180027725844e-01,-4.269163479686515633e-02,-3.711228788051159633e-01,1.751305686186049870e+00,6.249749395847162825e-01,5.958991904745651880e-01,1.081168151212216877e+00
-8.208978423449081463e-01,-4.045209628612861374e-01,-6.801152818934842470e-01,-2.429862816880459520e-01,-4.893984807215593924e-01,-6.930540781966568198e-02,-2.244206786570403511e-01
2.081101242255540829e-01,-2.878655142704266701e-01,7.719844752790067099e-02,-2.043325071080132338e-01,-5.204891029238334355e-02,6.991001328701128559e-01,1.286773554945661036e-01
6.177423479389146932e-01,-1.225230661183167369e+00,-1.331123054824794594e-01,-1.072721865316142553e+00,-7.706185253721256068e-01,6.492209363490675234e-01,-3.189062672595704973e-01
-4.503839043947573118e-02,1.874335822751817648e+00,9.030451558555475655e-01,2.618328675243194459e-01,5.789847362673447018e-01,-2.600080081366033524e-01,1.423277507825954635e-01
2.278222431894292577e-01,8.764609345944297525e-01,4.769112753339389554e-01,-9.422650202087651250e-01,-2.350037686104671231e-01,-1.075205515487797081e+00,-6.595319471889864449e-01
-7.385961755305562315e-01,-1.596733058802175975e+00,-1.263929059397564059e+00,-5.189676091688560922e-01,-1.096080350660323610e+00,-1.755659050456050974e+00,-4.911640273112463095e-01
6.511048240796222242e-01,-4.166459899739102801e-01,1.879913379482688884e-01,1.041717483351902729e-01,1.532542289727401585e-01,9.319506790731166834e-01,4.931369298847311788e-01
-1.291901183864774927e+00,-6.780100492198947171e-01,-9.498298355043554020e-01,-9.552208583893541383e-02,-5.302760492340689025e-01,-1.034129353901786397e+00,-2.358912449142085421e-01
3.521469285851887010e-01,-6.804517685838858965e-01,-1.320988510754202427e-01,-2.834579068199296129e-02,3.440080552868086949e-02,7.742836881511646618e-01,8.593845382741235883e-02
2.424847220520312263e-01,-2.320224085319833873e-01,-5.439372480010514627e-02,1.638437643546656775e+00,6.510977756047205967e-01,-4.226078274728357065e-01,7.635750973606663106e-01
-1.122408378037137666e+00,-6.850900581771671161e-02,-4.452592401396937016e-01,4.318503713239357222e-01,7.700765515077749590e-03,-1.553896276613502936e+00,-3.206411769433641368e-01
-3.529413273368536830e-02,-6.368629240194506602e-02,-1.275386351399876439e-02,-5.625524950352593645e-02,1.347622398001324107e-01,-2.234429062589512682e+00,-3.468446000293868847e-01
2.254700968632141311e+00,-1.851816975116666431e+00,2.112780928997520513e-01,3.555373025606377579e-01,3.685894140687048237e-01,-7.160532672363020268e-01,6.597996991043304782e-02
-7.762624363241512615e-01,1.383195727222851501e-01,-4.511826971367951522e-01,3.707291196260720789e-01,-2.077454090353412011e-02,-4.829812368896055919e-01,1.620960637340158050e-01
-2.926394540438672642e-01,1.899510630691776614e+00,8.272149831368450501e-01,1.048912386806245101e+00,8.743265060715820214e-01,5.205407279982081636e-01,7.102102636741601804e-01
4.328520026066727810e-01,-8.847068218826708019e-01,-1.219042515147140959e-01,1.431820127383767849e+00,6.723091353872998610e-01,3.509698291164988770e-01,7.789999780006012786e-01
3.636776558108160695e-01,3.708317019497910372e-01,3.258483720154723984e-01,1.012468409843392259e+00,7.214670862849750232e-01,5.339363986982972321e-01,4.994958812943744997e-01
2.147175478730972975e-01,2.290155207699913209e-01,2.814910832451186229e-01,-1.469800094957341985e+00,-7.036840936831550986e-01,-2.431967459907587781e+00,-1.409840608119168559e+00
5.415707155753664293e-02,-1.164186094226804746e+00,-6.578554843957848952e-01,5.362115192049633494e-01,-4.471878275261921554e-02,1.263500398000517055e+00,5.856466550523250492e-01
5.165313281926936506e-01,-2.258252089629436909e+00,-7.917446425186838166e-01,-1.499573366496393723e+00,-1.138245304405209657e+00,-5.961481287396392936e-01,-7.702432528769118658e-01
-1.173591304152154846e+00,1.441037709033992975e+00,-5.214796834643242729e-02,-4.483528398681416172e-01,-2.956145887654367255e-01,-8.569969137556328054e-01,-3.222393841065899767e-01
7.478530387903783438e-01,-7.332878934929070169e-01,9.770389381212590818e-02,-2.135507635706671792e+00,-1.115665388228362476e+00,4.015785867869182679e-01,-8.828064264023973706e-01
9.937126237660637296e-01,6.033517315793749392e-01,9.481056707535897576e-01,-8.356284036343016031e-02,5.000696429493388662e-01,6.553517534395137956e-01,2.775866035079205263e-03
1.249308713549478478e+00,1.047219831454534678e+00,1.196897311573609457e+00,2.292617625864289965e-01,6.540923009277681555e-01,-1.524259524963248680e+00,-1.949167516747878914e-01
2.209730595299649547e+00,-2.267647894782956197e-01,9.292332271769582208e-01,8.190446520023202392e-01,8.899128885191822658e-01,-1.267242368879340830e+00,1.577535724250484495e-01
-2.507583589600015372e+00,-1.677066989325718849e+00,-1.871600870684551499e+00,1.938212445405933515e+00,3.387103715251864322e-02,-6.235073464403462218e-01,8.120660448091738814e-01
8.576567498563102132e-02,2.260690138580940534e-01,1.705785139191067779e-01,-1.227689793930032192e+00,-5.920575429568344372e-01,8.484499370235433213e-01,-5.460877881193428873e-01
-3.227899440083806804e-01,1.290055982666942880e+00,5.413273289683624423e-01,1.307871046583174157e-01,3.537238071724882471e-01,1.265699861650420921e+00,3.945456997260508580e-01
1.227244701170145724e+00,1.165269581500378626e+00,1.171563556443703913e+00,-1.416246379631546370e-01,4.755689410373551973e-01,-1.900305501691766930e-01,-7.860134949069300103e-02
1.540140981079214100e-01,-5.121650365189936993e-01,-9.861825233247745182e-02,1.120401357485156790e+00,4.458865851719481244e-01,-1.162222210892978946e+00,2.218348746094656876e-01
2.912209116564593581e-01,-8.902514777140825286e-01,-1.344560414996788245e-01,8.260626999116615909e-01,1.487928847229951779e-01,1.937174358880063396e+00,9.029369764419126199e-01
1.182953102112041244e-01,-3.065602944513614037e-01,-2.658868647033678367e-02,-9.315719744735750929e-01,-3.984196452962443513e-01,-6.160014324153822995e-02,-4.786027486509622508e-01
-7.599177182839687017e-01,-1.964514729009678162e-01,-3.514420033131780974e-01,-1.253243122783719854e-01,-2.563672025845623592e-01,-1.172303079095938561e+00,-4.586644402280569133e-01
-4.070275785547489145e-01,1.170012323397441101e+00,5.523300572564526778e-01,-2.001746749256082758e+00,-6.909354375263097037e-01,8.835535025912026885e-01,-7.813340169897666776e-01
2.018454208875373468e-01,1.294016363139217418e+00,6.447267755542183121e-01,1.345043002980118807e+00,1.043105319961846744e+00,2.035549425736723483e-01,7.290178365771499136e-01
1.597700262006072069e+00,1.557019265664219221e+00,1.652863218270271162e+00,-6.465570653576189208e-01,6.106116386576811994e-01,-1.077421559411299579e-01,-2.698080316053607097e-01
4.552961413433504467e-01,4.529843699049217465e-01,5.200874482498405449e-01,-4.107862373059493755e-01,1.099259334400454757e-01,3.587112566422683835e-01,-3.401328908047026034e-01
7.307096687538678914e-01,1.215957591176343611e+00,9.409724035858582081e-01,1.596157453637378154e+00,1.149600963539542553e+00,-3.598483403306897421e-01,6.999477150880322185e-01
1.091893391957581949e+00,1.162666362817405430e+00,1.078701166337334705e+00,8.134569066202943510e-01,1.142874433153473257e+00,-3.739030914658007104e-02,5.514022847218711387e-01
3.635687776281325556e-01,9.242099677018209003e-02,1.532509785050183426e-01,-2.120656915045846524e+00,-1.012330212800897966e+00,-6.409864204985025182e-01,-1.175028437023175165e+00
-1.125024590278373565e-01,5.578039069985625265e-01,2.004572485078416899e-01,1.690963109076416337e+00,9.870271132257073532e-01,1.617790718474876321e+00,1.219116925882866020e+00
-9.698291902111032259e-02,1.328198102725904051e-01,1.641518797596643320e-01,-9.401702090783249366e-01,-6.281553104130012111e-01,1.242654622233662631e-01,-5.934514203626293227e-01
-1.048062164114999417e+00,1.470969110012501080e-01,-3.833250379401861863e-01,-2.973129584553410032e-01,-4.636023256902072065e-01,6.026649974411040223e-01,4.913221016197841240e-02
5.500218249952720795e-01,2.647352894116998256e-01,4.482789644105044102e-01,5.007702145912340530e-01,5.418936748120627422e-01,9.082767972458309913e-01,4.000018412734416273e-01
-2.960954721566750880e-01,1.077755212308485033e+00,3.384911167953009170e-01,1.864132110146070387e+00,1.067946078662973308e+00,1.310894289897168441e-01,9.758168612053498281e-01
-3.952226669154694783e-01,-2.251718410881334287e-01,-3.482294257784185332e-01,-2.108397704237813031e+00,-1.199680033303430315e+00,5.154796508104623198e-01,-9.036730590208457148e-01
-1.551246612662591506e-01,8.573603323948909560e-01,4.190406648300083470e-01,6.762539873149824021e-02,2.137541526456394614e-01,1.305049690943478058e-01,-1.530495576481486486e-01
3.424584349272766226e-01,-2.927258242349379050e-02,-5.147736633568092413e-02,-7.105903029753386502e-01,-1.637290248143191684e-01,-7.655821140232296207e-01,-4.749151567467040924e-01
-2.881026944421603009e-01,-2.571630547177421455e-01,-3.307987833253310250e-01,-1.254583901869795515e+00,-6.781676577655204596e-01,1.430094351898275828e+00,-3.497316834722357104e-01
7.216566054700057631e-01,-9.076621464120880889e-01,-7.512507438024874917e-02,9.537255829138829855e-02,6.524790854402692797e-02,-3.691616185112975290e-01,1.278467002570394251e-01
1.484060828355564521e-01,7.097386067243165453e-01,3.354396554992280510e-01,-7.449465712915317450e-01,-1.338792808863151773e-01,7.880902306244952360e-01,-3.608758413685318467e-01
-2.826338692387000417e-01,1.065789108169791222e+00,4.114689094558909854e-01,-7.520900592875819912e-01,-8.920605628293282185e-02,-4.487733623885075129e-01,-5.044498228377547466e-01
8.769044983419110872e-01,-6.467536351212552770e-01,2.054638070343696443e-01,-4.369312261620784676e-01,-2.198284818144015107e-01,2.599643849928405803e-01,-1.300013702440541985e-01
-1.084953119013923883e+00,-1.477678150741410290e+00,-1.318505217206863422e+00,-5.767803321760888169e-01,-9.067380297335837502e-01,2.801468114282022359e+00,2.655942023161114163e-01
-1.552986541952863675e+00,1.578425339423822571e+00,-2.787083208524980538e-02,2.682767923563704748e-01,1.539452040027303181e-02,-2.562624899172844528e-01,3.096931085322555954e-02
-9.463944476594331467e-01,-7.969651578662743097e-01,-7.662016624705918488e-01,-5.271261814699755854e-01,-5.248308347621540859e-01,2.736900703749331476e-01,-3.035330665738722455e-01
2.608419654416102240e+00,1.052100758563609267e-01,1.354881794733155731e+00,-3.188101475622434622e-01,5.800608465348855436e-01,-1.284694746255000686e+00,-4.106842594340947006e-01
2.047777172276150637e-01,1.189863352750697656e+00,6.242599464294534828e-01,-1.318352778968489014e+00,-3.099372160063165738e-01,8.579825331960180268e-01,-5.904109661380788632e-01
-9.614432631824163522e-01,1.340786442029413481e-02,-4.312935890848103027e-01,-5.226359621472781436e-01,-3.676466439468080716e-01,-1.719623559967785598e-01,-2.539996447769660159e-01
-2.754167454892856304e-01,4.086971946627956931e-01,3.538286633960732730e-03,-9.700287942042555844e-01,-5.155571073420478490e-01,3.566595630823664043e-01,-4.835914468142754608e-01
-1.893042601465998453e+00,-1.209073031420453859e+00,-1.670239105392500534e+00,9.043602580591331153e-01,-3.568115393472066077e-01,-1.181148489482230612e+00,2.088985107488908199e-01
-1.211301411299606556e+00,1.666511929952304127e+00,2.643462075548285162e-01,9.650910900512398305e-01,3.774572637309492329e-01,5.943299266510780887e-01,4.804162482038675241e-01
-7.089492965594678120e-01,1.519601016004044292e+00,4.317345386454255474e-01,-1.222183520047872597e-02,2.124738726337197237e-01,9.513755967769199628e-01,9.460460175643606306e-02
3.006867846745523432e-01,-8.751544246424335372e-01,-2.552227470317082747e-01,1.694884710823510998e-01,-1.979908469567877305e-01,-8.138101764262453686e-02,9.437384570611102863e-02
-4.359948303260141600e-01,7.053322986003025541e-01,3.977442698904939955e-02,-4.236879768362081244e-01,-3.216632836932901141e-01,-4.308302460048281657e-01,-4.447056501503254822e-01
-6.751942241064675665e-01,-1.164199922071797566e+00,-1.064857474885345878e+00,1.955804639219897556e+00,3.078733297559507198e-01,-5.217633280642951510e-01,8.249985116616683767e-01
7.712306032699229874e-01,-1.565108756361482112e-01,1.967203291355384409e-01,-3.215823474008335653e-02,5.355877943772658495e-02,-1.540544854168530264e+00,-2.297115742078063572e-01
1.502341618268651091e-01,3.614440329731680168e-01,1.819013877429872528e-01,1.804779938445334742e-01,3.764730409767078068e-02,-6.671774470046384353e-01,1.406824975188523119e-01
5.395636163494419574e-02,1.579902991163351089e+00,8.558227384331276166e-01,1.352469131099571231e-01,4.087218854078016883e-01,5.460053045160500051e-01,2.579418778334654494e-01
8.999190160728547383e-01,-6.497093573650784826e-02,4.492370115696552868e-01,1.294913769389658853e+00,8.549401582224254170e-01,-4.877303669395707808e-01,7.571570382315541137e-01
-8.102228364844368258e-01,1.103679190367397034e+00,2.899759383352544795e-01,1.594707603509688543e+00,9.387631489880107205e-01,8.016413280202784319e-01,7.584018745806334616e-01
1.493059855952382886e+00,7.265143047342051963e-01,1.082335243831952454e+00,-3.661250469630241144e-01,2.491017330075367964e-01,-4.646329826207057367e-01,-4.761641105977243438e-01
-6.920203322583009520e-01,-3.743175418111889807e-01,-5.004600667658742896e-01,1.568647035912673182e+00,5.639108598896013236e-01,1.035794088013951342e+00,8.608876227638525558e-01
-1.323735899560434914e+00,-2.038313850590242268e-02,-5.063989151416172785e-01,-1.061697861248977359e+00,-6.794192987448608445e-01,1.122211031098822920e+00,-1.619234436987800341e-01
-6.344362640051928182e-01,9.477717160274689023e-01,2.814435074123989855e-01,-1.151259065803695636e+00,-2.957959409724782440e-01,-8.847311573187029987e-01,-7.770347713330084671e-01
7.612550531648289986e-01,1.052252664386798431e+00,9.725058795997385541e-01,-1.406098730826267351e-01,3.787431391154262861e-01,3.011252722197380383e+00,7.081887464332604631e-01
2.947878962321090479e-01,-2.064477916468932528e-01,-8.568020506014545346e-03,1.194317009689778164e+00,4.150019399907177720e-01,-9.907377961029600888e-01,2.254916098544831882e-01
5.652257465530530905e-02,-7.741315607517508246e-01,-5.017690126797292871e-01,1.144491536236946994e+00,6.760746856099069113e-01,8.486517760381354636e-01,7.383023330948981222e-01
7.621116850755875749e-01,3.200878900853478259e-01,3.875956086584407823e-01,-1.752149004805638510e+00,-6.123821389329286990e-01,4.911280588693882621e-01,-8.147163749480600403e-01
1.383359503969414650e+00,6.140594524610034632e-01,9.570292373098117089e-01,8.492659819175246705e-01,7.873441785357310208e-01,2.628354967978055345e+00,1.123053212498826614e+00
